AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,POSITION,FREQ,DFGM,DFGA,DFG%,DD FG%,DIFF%,RA FGM,RA FGA,RA FG%,PAINT FGM,PAINT FGA,PAINT FG%,MID-RANGE FGM,MID-RANGE FGA,MID-RANGE FG%,LEFT CORNER 3 FGM,LEFT CORNER 3 FGA,LEFT CORNER 3 FG%,RIGHT CORNER 3 FGM,RIGHT CORNER 3 FGA,RIGHT CORNER 3 FG%,ABOVE THE BREAK 3 FGM,ABOVE THE BREAK 3 FGA,ABOVE THE BREAK 3 FG,OPP RA FGM,OPP RA FGA,OPP RA FG%,OPP PAINT FGM,OPP PAINT FGA,OPP PAINT FG%,OPP MID-RANGE FGM,OPP MID-RANGE FGA,OPP MID-RANGE FG%,OPP LEFT CORNER 3 FGM,OPP LEFT CORNER 3 FGA,OPP LEFT CORNER 3 FG%,OPP RIGHT CORNER 3 FGM,OPP RIGHT CORNER 3 FGA,OPP RIGHT CORNER 3 FG%,OPP ABOVE THE BREAK 3 FGM,OPP ABOVE THE BREAK 3 FGA,OPP ABOVE THE BREAK 3 FG%,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
30,41,16,25,9.8,3.8,1.6,2.8,58.4,0.0,0.3,9.1,0.6,0.8,74.2,0.7,1.7,2.4,0.3,0.6,0.3,0.1,1.5,7.8,0,0,-2.8,F,100.00%,2.9,4.8,58.7,48.3,10.4,1.1,1.3,86.5,0.2,0.6,36,0.3,0.6,44,0,0.2,0,0,0,0,0,0.1,16.7,4.3,6.4,67.6,1.1,2.3,47.7,0.5,1.4,33.3,0.5,1.4,38,0.7,2.2,31.4,1.3,3.6,36.7,90.3,9.7,83.3,14.1,1.9,6.4,14.7,16.7,69.2,75.4,24.6,100.0,0.0,75.8,24.2
23,44,24,20,14.5,4.7,1.8,3.7,49.4,0.8,2.2,35.4,0.3,0.6,48.1,1.1,2.7,3.8,0.9,0.8,0.4,0.9,2.3,13.6,1,0,-0.7,F,100.00%,2.9,6.7,44.0,46.8,-2.8,1,1.3,78.2,0,0.1,33.3,0,0.1,16.7,0.1,0.3,20,0.2,0.4,46.2,0.6,1.6,36.1,6.5,10.8,59.9,1.4,3,45.5,0.6,1.5,42.9,0.8,2,40,1.3,3.8,33.1,2.2,6.2,35.3,40.7,59.3,44.4,1.0,49.3,15.0,6.3,7.7,43.5,73.9,26.1,100.0,0.0,85.0,15.0
32,73,52,21,16.7,6.3,2.2,4.9,45.9,0.9,2.6,36.7,0.9,1.1,80.0,1.0,3.0,3.9,1.3,0.6,0.4,0.2,1.9,14.3,1,0,0.8,F,100.00%,2.8,6.0,46.2,44.5,1.7,0.9,1.4,61.2,0.2,0.3,47.8,0.3,0.6,47.6,0.1,0.4,28.6,0.2,0.4,50,0.7,1.8,35.8,6.3,9.9,63.8,1.5,3.9,37.5,0.9,2.6,35.3,1,2.6,38,1.6,4.1,39.4,2.6,7.6,34.6,47.0,53.0,41.0,8.7,45.1,17.2,13.9,17.6,32.2,76.6,23.4,100.0,0.0,86.5,13.5
27,49,31,18,22.3,15.6,6.1,11.0,55.9,0.3,1.0,29.2,3.0,3.8,79.5,2.2,6.4,8.6,1.4,1.8,0.4,1.1,3.0,30.5,16,0,1.4,C,100.00%,4.9,10.9,44.9,48.7,-3.8,3.3,5,66.3,2.1,3.9,52.6,0.5,1.1,44.2,0,0,100,0,0,50,0.2,0.9,26.7,7.7,13.1,58.7,1.7,4.6,37.5,2.1,4.6,45.1,1.4,3.5,40.1,2.5,6.5,38.1,3.1,8.7,35.4,91.1,8.9,75.2,6.0,5.5,2.8,19.3,11.8,69.2,57.8,42.2,100.0,0.0,59.8,40.2
21,75,37,38,26.6,9.6,3.5,8.1,42.9,1.1,3.5,32.3,1.5,1.8,81.5,1.3,4.2,5.5,1.1,1.0,0.8,1.3,1.9,23.1,3,0,0.1,F,100.00%,4.2,9.6,44.3,46.2,-1.9,1.7,2.7,61.7,0.2,0.6,31,0.5,1.3,37.8,0.3,0.8,31.1,0.2,0.6,38.1,0.7,2.1,31.1,9.7,16.4,59.4,2.2,5.3,42,2.1,5,41.3,2,4.5,44.9,2.5,6.6,37.9,4,11,36.1,56.5,43.5,48.9,10.0,35.8,12.6,15.3,17.2,38.9,65.3,34.7,98.8,1.2,76.3,23.7
29,56,25,31,19.0,6.5,2.4,6.3,38.0,0.5,1.9,26.9,1.3,1.7,74.2,0.5,1.8,2.3,2.3,1.2,0.5,0.3,1.6,13.8,0,0,-2.6,F,100.00%,2.8,6.1,45.2,44.6,0.6,1,1.9,53.8,0.5,1.5,35,0.4,1.1,33.9,0.2,0.4,41.2,0,0.2,22.2,0.3,1.4,25,7.3,11.9,61.5,1.3,3.3,37.8,1.3,3.5,37,1.5,3.5,42.8,1.8,4.5,39,2.9,7.8,37.4,70.3,29.7,57.4,11.5,23.0,12.8,19.7,18.6,45.9,40.0,60.0,71.4,28.6,46.6,53.4
24,68,46,22,11.6,3.3,1.5,2.8,51.6,0.0,0.0,0.0,0.4,0.6,61.0,0.8,1.9,2.7,1.1,0.6,0.3,0.8,1.2,10.7,0,0,-1.5,F,100.00%,3.2,6.5,49.5,45.8,3.7,1,1.4,68.1,0.2,0.5,41.9,0.3,1,33.8,0,0,0,0,0,0,0,0,0,4.7,7.6,61.9,1,2.8,35.2,0.7,1.7,38.7,0.9,1.8,47.1,1.2,3,40.3,1.8,5.2,34.7,99.0,1.0,88.8,19.7,0.0,15.7,11.2,10.3,69.1,73.7,26.3,0.0,0.0,73.7,26.3
27,81,18,63,27.3,16.8,6.5,14.6,44.8,1.8,5.5,32.4,2.0,2.4,84.4,1.0,2.3,3.3,2.4,1.7,0.7,0.2,1.4,25.4,1,0,-4.3,G,100.00%,4.0,8.7,45.5,43.9,1.6,2.1,3.3,63,1.3,2.9,42.9,1.4,2.8,49.8,0.3,0.7,41.1,0.1,0.5,28.2,1.4,4.3,31.5,11.8,17.5,67.2,1.7,4.3,39.5,1.8,4.2,43.1,1.8,4,44.9,2.9,7.3,39.1,4.1,11.4,36.4,62.3,37.7,56.5,16.6,31.7,9.8,11.9,15.7,39.9,26.5,73.5,78.5,21.5,40.6,59.4
25,12,11,1,4.6,2.4,0.7,1.5,44.4,0.3,0.7,50.0,0.8,0.9,81.8,0.1,0.7,0.8,0.5,0.2,0.0,0.0,0.4,3.9,0,0,-1.7,G,100.00%,0.8,2.0,41.7,40.9,0.8,0.2,0.5,40,0.1,0.1,100,0.1,0.4,25,0,0,0,0,0,0,0.3,0.7,50,2.2,3.9,55.8,0.6,1.2,45.5,0.4,1.1,40,0.1,0.6,20,0.6,1.2,50,0.7,1.9,38.1,55.6,44.4,27.6,6.9,41.4,6.9,31.0,6.9,20.7,50.0,50.0,25.0,75.0,37.5,62.5
28,27,9,18,12.3,5.9,2.3,4.8,46.9,0.4,1.3,28.6,1.0,1.3,80.0,0.2,1.3,1.5,1.1,0.6,0.5,0.3,1.0,11.0,0,0,-0.8,G,100.00%,2.6,5.1,50.8,44.9,6.0,0.9,1.3,67.7,0.3,0.8,44.4,0.8,1.7,47.8,0.1,0.4,28.6,0,0,0,0.3,1.1,29.6,7.2,10.9,66.3,0.5,2,26,0.6,1.6,37.5,0.9,1.9,45.8,1.3,3.5,38.3,2.1,6.1,34.6,73.1,26.9,63.8,27.5,18.8,15.6,17.5,16.3,36.3,37.3,62.7,70.0,30.0,42.6,57.4
26,1,1,0,4.2,3.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,-5.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,1,1,100,0,0,0,0,0,0,1,1,100,3,4,75,2,3,66.7,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
37,49,22,27,12.9,2.3,0.9,2.4,37.5,0.3,1.2,24.6,0.2,0.2,81.8,0.2,1.0,1.2,2.3,0.7,0.3,0.1,1.3,7.7,0,0,-3.5,G,100.00%,2.2,4.6,46.7,44.4,2.3,0.2,0.3,46.7,0,0.1,40,0.5,1,51.2,0.1,0.1,50,0,0.1,20,0.2,1,23.4,5.3,8.5,62.6,1.4,3.1,43.6,0.9,2,46.6,0.9,2.4,35.9,1.3,3,43.1,1.7,5.1,32.9,52.5,47.5,54.9,38.9,37.2,1.8,8.0,7.1,15.9,25.8,74.2,100.0,0.0,48.9,51.1
24,67,31,36,25.6,7.8,2.8,6.9,40.7,1.4,4.1,33.6,0.8,1.2,68.8,0.5,3.2,3.7,1.4,0.9,1.0,0.6,2.2,18.2,4,0,0.0,G,100.00%,4.9,11.2,43.7,44.8,-1.1,1.3,2,63.6,0.1,0.5,19.4,0.1,0.3,27.3,0.2,0.6,36.1,0.2,0.5,38.2,1,3,32.4,10.6,18.5,57.2,1.8,4.4,40.6,1.5,4.1,36.9,1.3,3.6,37.3,2.8,7.7,36.1,3.6,11,33.1,40.9,59.1,37.0,2.3,52.6,29.5,10.5,22.5,34.7,72.2,27.8,92.4,7.6,82.0,18.0
22,79,19,60,25.2,11.5,4.4,10.6,41.3,0.9,2.8,32.4,1.8,2.7,67.1,0.8,3.6,4.4,2.3,2.2,0.9,0.7,2.6,23.0,2,0,-5.4,F,100.00%,4.2,9.3,45.5,45.4,0.1,2,3.9,51.1,0.8,2.3,37.4,0.6,1.6,38.5,0.1,0.5,20.5,0.1,0.4,32.3,0.7,1.9,35.9,10.9,17.9,60.8,1.7,4.5,38.3,1.4,3.3,41.9,1.3,3.3,38.4,2.9,6.9,41.9,3.6,9.8,36.9,73.2,26.8,60.2,11.0,24.1,15.7,15.7,15.6,49.2,47.8,52.2,89.0,11.0,56.5,43.5
20,74,32,42,23.7,7.7,2.6,6.9,38.6,0.8,2.9,27.9,1.6,2.2,72.8,0.6,2.4,2.9,1.2,0.9,1.2,0.4,2.2,17.1,1,0,-0.7,G,100.00%,4.5,9.2,49.0,44.8,4.2,1.4,2.4,58.6,0.1,0.7,20.4,0.3,1,34.3,0.2,0.4,36.7,0.2,0.7,25.5,0.5,1.9,27,10.3,16.4,62.8,1.8,4.5,39.9,1.4,3.3,41.5,1.3,3.3,38.5,3.3,8.1,40.6,3.3,9.1,36.7,57.7,42.3,47.7,8.4,31.6,20.9,20.7,21.1,39.3,65.4,34.6,95.0,5.0,74.5,25.5
25,73,35,38,34.8,16.6,5.8,14.1,41.2,2.2,6.3,35.7,2.7,3.2,86.1,0.7,2.9,3.6,4.1,1.5,1.1,0.5,2.7,30.1,1,0,0.9,G-F,100.00%,5.3,11.9,44.2,44.4,-0.2,1.6,2.9,54,0.9,2.2,42,1.1,2.7,39.5,0.3,0.7,44.9,0.1,0.4,26.7,1.8,5.2,35.4,11.7,20.5,57,2.1,5.5,37.8,2.3,5.3,42.9,2.3,5.4,42,4.1,11.3,36.4,5,13.9,35.6,55.2,44.8,42.8,13.1,40.7,9.9,16.5,15.4,29.8,43.6,56.4,87.8,12.2,60.8,39.2
29,67,30,37,35.8,21.2,8.2,17.3,47.2,1.8,5.4,32.5,3.1,4.0,76.8,1.1,3.9,5.0,7.7,3.1,1.6,0.8,2.2,42.9,18,0,3.4,G,100.00%,6.3,14.2,44.5,45.1,-0.6,4.1,6.4,63.6,1.5,3.3,45.3,0.9,2.2,38.8,0.2,0.3,47.8,0.1,0.3,27.8,1.5,4.7,31.4,15.2,24.6,62,2.4,6.4,37.4,1.9,4.8,39.8,2.1,5.5,38,4.5,11.6,38.6,5.3,15.4,34.5,68.7,31.3,60.4,7.7,24.9,12.3,14.6,13.7,52.7,30.5,69.5,59.3,40.7,36.7,63.3
23,70,44,26,19.4,5.8,2.0,4.5,43.9,0.9,2.6,36.5,0.9,1.2,76.7,0.9,2.9,3.8,0.8,0.5,0.4,0.3,1.3,13.2,4,0,0.5,F,100.00%,3.7,8.2,44.5,46.2,-1.7,0.9,1.5,62.4,0.1,0.3,18.2,0.1,0.1,50,0.2,0.5,38.5,0.1,0.5,25.8,0.7,1.8,38.7,7.9,13.1,60.2,1.3,3.4,38,1.1,2.5,45.3,1,2.5,39.5,2.8,7.3,37.7,2,6.6,30.7,42.4,57.6,35.3,2.5,48.5,11.3,16.2,12.7,32.8,72.2,27.8,98.5,1.5,84.8,15.2
27,18,7,11,14.1,2.2,0.9,2.7,33.3,0.3,1.3,20.8,0.2,0.2,75.0,0.4,1.8,2.3,0.8,0.4,0.7,0.1,0.9,8.2,0,0,-1.2,F-G,100.00%,1.8,4.7,37.3,44.5,-7.2,0.3,0.3,80,0.2,0.4,50,0.2,0.8,30.8,0.1,0.2,33.3,0.1,0.5,25,0.1,0.7,16.7,5.9,10.1,58.4,0.6,1.8,33.3,0.7,1.4,52.2,0.8,2.3,35.1,1.5,4.2,34.7,2.5,6.6,37.2,50.0,50.0,55.0,20.0,37.5,25.0,7.5,17.5,35.0,54.5,45.5,100.0,0.0,68.8,31.3
24,73,31,42,30.6,21.4,7.8,14.9,52.4,0.9,2.7,34.4,4.9,6.7,73.1,2.2,6.5,8.7,3.1,2.8,0.7,0.6,3.4,37.7,31,1,-0.2,C-F,100.00%,6.0,12.6,47.8,47.1,0.7,5.1,7.7,66.4,1.5,3.5,41.2,0.3,1,31.9,0.1,0.3,36.4,0.1,0.2,30.8,0.8,2.2,34.4,13.2,21.1,62.5,2.2,5.6,39.7,1.7,4.3,40.4,1.7,4.2,41.3,3.7,9.7,38,4.5,13.1,34.7,82.1,17.9,64.4,2.9,12.8,10.7,22.7,14.4,61.5,49.0,51.0,91.0,9.0,53.9,46.1
25,48,17,31,9.7,3.7,1.3,3.3,40.8,0.5,1.6,31.2,0.5,0.7,74.3,0.5,1.3,1.8,0.5,0.5,0.5,0.3,1.0,8.2,1,0,-1.6,G-F,100.00%,1.6,3.2,48.5,44.5,4.0,0.7,1.1,62.7,0.2,0.5,31.8,0,0.2,14.3,0.1,0.4,23.1,0.1,0.2,42.9,0.4,1.2,32.1,4,6.6,60.3,0.9,2.1,43.2,0.6,1.2,47.1,1,2,48.7,1,3.2,32.4,1.7,4.6,36.3,51.0,49.0,44.9,1.1,40.4,20.2,14.6,19.7,43.8,52.5,47.5,91.7,8.3,67.2,32.8
30,82,25,57,31.8,10.5,3.7,9.5,38.6,2.0,5.7,34.8,1.2,1.3,89.6,0.6,3.4,3.9,1.8,1.3,1.5,0.4,2.0,22.3,3,0,-5.5,F-G,100.00%,4.7,10.5,44.5,45.1,-0.5,1,1.6,62.8,0.1,0.8,19.4,0.6,1.5,36.9,0.4,1.1,40.5,0.4,1,42.5,1.1,3.6,31.5,12.1,20.1,60.5,2.5,5.6,43.7,1.8,4.4,41.7,1.8,4.4,40.6,3.7,9.8,37.8,4.7,12.9,36.2,40.2,59.8,32.2,10.5,56.7,16.9,11.1,18.3,21.7,76.1,23.9,93.2,6.8,85.3,14.7
24,81,36,45,19.9,7.2,2.7,6.0,44.7,1.1,3.0,35.5,0.8,1.0,78.5,0.5,2.1,2.6,1.2,0.4,0.4,0.2,1.2,13.5,0,0,-0.6,F,100.00%,3.3,7.2,45.5,45.2,0.3,0.8,1,77.1,0.5,1.1,46.7,0.3,0.8,35.4,0.2,0.6,41.9,0.2,0.7,36.2,0.6,1.9,34,8.5,13.7,62.4,1.4,3.4,40,1.1,2.7,40.2,1.2,2.8,41.8,2.4,6.9,34.3,2.7,8,33.8,49.5,50.5,44.6,7.9,44.8,19.2,10.6,14.9,36.7,77.7,22.3,96.6,3.4,85.3,14.7
22,3,2,1,6.9,1.7,0.7,2.3,28.6,0.0,0.7,0.0,0.3,0.7,50.0,0.7,1.3,2.0,1.0,0.0,0.7,0.0,1.7,7.6,0,0,-1.0,C,100.00%,2.5,4.0,62.5,35.1,27.4,0.7,1.3,50,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.7,0,2.7,4.7,57.1,0.7,0.7,100,0,0.5,0,0.5,1.5,33.3,0,3,0,2,4,50,71.4,28.6,80.0,0.0,0.0,0.0,20.0,0.0,80.0,100.0,0.0,0.0,0.0,100.0,0.0
23,66,30,36,29.7,12.6,4.9,11.3,43.3,1.5,3.9,37.5,1.3,2.1,62.8,1.0,4.4,5.4,4.3,2.2,1.1,0.3,2.7,27.4,6,0,1.8,F-G,100.00%,4.9,10.5,47.1,45.6,1.5,1.9,3.3,58,0.9,2.6,35.8,0.6,1.5,38.6,0.4,0.9,45.5,0.2,0.6,27,0.9,2.5,37.4,9.5,17.2,55.3,2.2,5.3,42.4,1.9,4.3,44.4,1.9,4.9,39.3,3.5,10.1,34.4,4.1,11.4,36.4,65.8,34.2,54.9,9.4,34.7,11.9,10.4,11.8,45.5,36.0,64.0,97.9,2.1,54.3,45.7
24,72,45,27,27.4,15.6,5.8,11.5,50.8,0.0,0.4,10.3,3.9,5.1,77.3,3.4,7.0,10.4,3.2,2.3,1.0,1.4,3.5,37.9,36,1,5.9,C,100.00%,6.1,13.9,44.1,49.5,-5.4,4.3,7.3,58.8,0.9,2.3,38.6,0.6,1.5,42.1,0,0,0,0,0,0,0,0.4,11.1,10.9,19.2,56.6,2,4.6,43.6,1.7,4.5,36.5,2,5.1,39.8,2.9,7.9,36.7,3.6,9.4,37.9,96.5,3.5,74.1,8.0,0.8,3.9,25.1,12.1,66.1,65.7,34.3,100.0,0.0,66.0,34.0
26,19,3,16,21.9,9.9,3.4,7.4,46.1,0.9,1.9,47.2,2.2,2.8,77.8,0.4,2.3,2.7,4.0,1.4,0.8,0.2,2.4,21.0,0,0,-1.9,G,100.00%,3.0,6.6,44.4,44.1,0.4,1.5,2.5,59.6,0.6,1.7,34.4,0.5,1.4,34.6,0.1,0.1,100,0.1,0.3,20,0.8,1.6,50,8.5,14.7,58.1,1.6,3.2,49.2,1.1,2.7,40.4,1.2,2.9,41.8,2.6,6.8,37.7,3.3,9.1,36,74.5,25.5,50.8,9.5,27.0,4.2,22.2,14.3,41.3,20.8,79.2,88.2,11.8,38.5,61.5
30,1,0,1,5.6,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,7.1,0,0,-3.0,,,,,,,,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,1,0,1,1,100,0,3,0,0,0,0,0,2,0,1,2,50,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,77,34,43,33.0,24.4,8.8,17.1,51.8,1.8,4.6,40.0,4.9,5.8,83.6,3.4,9.0,12.4,3.4,3.1,0.9,1.6,3.8,48.7,54,0,0.7,C,100.00%,7.2,15.2,47.6,47.8,-0.3,4,5.8,69.4,2,4.2,47.7,1,2.4,39.9,0.1,0.4,40.7,0.1,0.2,46.7,1.6,4,39.5,13.8,22.9,60.5,2.4,6.4,37.1,2,4.9,40.4,1.7,4.2,39.4,4.8,11.8,40.4,4.2,11.7,35.5,73.0,27.0,57.3,7.9,22.7,2.9,20.0,15.0,49.5,58.4,41.6,93.0,7.0,65.6,34.4
28,60,41,19,34.0,26.6,9.3,18.8,49.6,1.9,5.0,37.1,6.1,7.1,85.4,1.3,6.0,7.3,3.3,2.0,1.8,0.4,1.5,44.8,14,0,5.9,F,100.00%,4.5,9.9,45.5,45.7,-0.3,3.5,5.2,67.6,1.5,3.1,46.5,2.5,5.5,45.9,0.2,0.4,46.2,0.2,0.5,33.3,1.5,4.2,36.5,13,22.2,58.6,2.6,6.8,37.9,2.3,5,45.6,2.2,5.5,40.7,3.9,10.4,37.1,4.8,13.6,35.1,73.3,26.7,56.1,19.0,21.1,14.7,22.8,15.9,37.1,28.3,71.7,67.0,33.0,36.1,63.9
23,30,10,20,16.8,5.0,2.0,4.7,42.3,0.4,1.7,25.0,0.6,0.9,64.3,0.5,2.2,2.8,0.6,0.5,0.6,0.5,1.0,11.9,0,0,-1.8,F,100.00%,3.1,7.0,44.2,45.1,-0.9,1.2,1.7,72,0.2,0.7,36.8,0.1,0.7,19,0,0.4,11.1,0.1,0.5,27.3,0.3,1,29,7.7,12.1,63.2,1.2,2.7,46.2,0.9,2.1,40.7,0.7,2,33.9,2.6,7,36.5,2,5.8,35.3,63.4,36.6,62.3,5.3,25.8,20.5,11.9,24.5,57.0,74.5,25.5,100.0,0.0,80.0,20.0
28,79,39,40,22.9,10.0,3.3,7.1,46.3,1.4,4.0,35.4,1.9,2.3,82.2,0.9,3.8,4.7,1.8,1.4,0.7,0.5,2.3,20.3,4,0,1.3,F,100.00%,4.2,9.2,45.9,45.8,0.0,1.4,2,69.4,0.3,0.5,51.2,0.2,0.5,35.7,0.2,0.5,39.5,0.2,0.5,36.8,1.1,3.1,34.7,7.6,13.5,56.4,1.4,3.7,37.2,1.3,3.1,43,1.4,3.2,42.9,3.1,8,38.3,3.4,9.3,36.5,43.4,56.6,37.6,3.8,43.1,6.7,19.3,14.5,33.8,69.6,30.4,98.2,1.8,82.0,18.0
23,69,21,48,28.0,15.2,5.4,12.2,44.5,1.6,4.9,32.0,2.7,3.5,77.5,1.0,3.7,4.7,1.2,1.5,1.2,0.9,2.6,27.4,3,0,-4.0,F,100.00%,4.6,9.8,47.4,45.8,1.6,2.7,4.5,60.1,0.8,2,39.3,0.4,0.8,46.4,0.1,0.5,25,0.3,0.7,35.4,1.2,3.7,32.3,12.3,20.4,60.4,1.6,4.3,37.8,1.6,3.3,47.2,1.6,3.9,40.6,3.3,8,41.5,4,11.3,35.4,59.9,40.1,51.0,5.0,30.9,18.6,18.1,19.1,46.0,55.8,44.2,87.0,13.0,64.8,35.2
29,82,39,43,34.9,25.6,8.9,20.5,43.4,3.2,8.9,35.6,4.6,5.5,84.4,0.6,3.8,4.4,5.9,2.6,1.2,0.4,1.6,42.2,10,0,0.4,G,100.00%,5.7,12.8,44.1,45.1,-1.0,3.2,5.7,55.1,1,2.6,40.1,1.5,3.3,46.9,0,0.2,21.1,0.1,0.3,54.5,3,8.3,35.7,14.6,23,63.4,2.1,5.6,37.7,1.9,4.5,41.4,2.2,5.1,44.2,4,10.2,38.9,5.5,15.6,34.8,56.6,43.4,44.8,12.1,37.1,11.2,18.1,12.8,32.7,20.0,80.0,43.8,56.2,28.5,71.5
29,37,21,16,19.7,10.4,4.2,7.2,58.9,0.2,0.7,32.0,1.7,2.7,64.6,2.6,4.1,6.8,0.5,0.9,0.5,0.6,2.2,21.6,14,0,1.7,F-C,100.00%,4.4,9.5,46.3,46.5,-0.2,3.5,5.4,65.2,0.4,0.9,37.1,0.2,0.2,85.7,0.1,0.2,50,0,0.1,0,0.1,0.4,33.3,8.8,13.4,65.3,1.6,3.8,40.9,1.1,2.6,42.7,1.1,2.4,46,2.5,6.6,38.4,2.6,7.8,33.3,90.6,9.4,77.1,3.1,6.3,7.0,16.7,19.0,74.0,71.6,28.4,100.0,0.0,73.1,26.9
24,46,17,29,23.5,6.1,2.3,6.1,38.4,1.1,3.4,33.3,0.3,0.4,68.4,1.2,3.6,4.8,1.8,0.8,1.0,0.4,2.1,17.9,1,0,-1.9,G-F,100.00%,4.3,9.2,46.3,45.1,1.2,1,1.9,54.8,0.1,0.5,27.3,0.1,0.4,16.7,0.2,0.5,33.3,0.2,0.6,25,0.9,2.4,36,11.5,17.8,64.8,1.8,4.8,37.8,1.3,2.9,44.7,1.3,3.5,36.5,2.8,7.2,39,3.7,10.3,35.9,44.1,55.9,39.4,2.2,55.9,23.3,4.7,14.3,37.3,70.9,29.1,92.3,7.7,81.3,18.7
29,67,24,43,24.5,11.6,4.1,10.3,40.2,1.4,4.5,32.0,1.9,2.6,72.6,0.6,3.3,3.9,2.3,1.8,1.3,0.6,2.5,23.8,0,0,-4.4,G,100.00%,4.0,8.4,47.5,44.7,2.8,1.9,3.2,57.4,0.3,1.1,22.1,0.6,1.5,41.8,0.3,1,32.3,0.3,0.7,34,0.9,2.7,32.1,9.7,16.3,59.7,1.6,3.4,48.7,1.4,3.3,44.5,1.6,3.9,40.3,3.2,8.4,38,3.8,10.7,35.4,56.6,43.4,46.7,10.5,37.0,19.6,16.3,22.1,36.2,47.8,52.2,84.4,15.6,60.4,39.6
26,82,37,45,24.8,11.4,4.0,9.2,43.0,1.8,5.3,34.7,1.7,1.9,86.7,0.6,2.3,2.9,1.3,0.8,0.9,0.2,1.7,19.3,0,0,-1.9,G,100.00%,3.7,7.5,49.7,44.7,5.0,1.2,1.9,63.6,0.2,0.5,37.8,0.7,1.5,48,0.4,0.8,44.6,0.2,0.7,37,1.2,3.8,32.5,11.1,18.1,61.2,1.5,3.6,42.9,1.3,3.5,36.7,1.5,3.5,42.4,2.6,7,37.7,3.8,11,34.4,42.5,57.5,37.1,12.6,48.3,23.7,14.6,18.4,24.5,70.7,29.3,94.0,6.0,81.5,18.5
30,78,54,24,34.6,26.0,9.2,17.7,52.1,1.8,5.0,35.3,5.7,6.5,88.5,0.4,5.9,6.4,5.9,2.9,0.7,1.1,2.0,45.0,16,2,8.4,F,100.00%,4.5,11.1,40.9,45.9,-5.1,2.7,3.6,72.9,1.6,3.2,49.2,3.3,5.9,55.1,0,0.2,23.1,0.1,0.2,22.2,1.7,4.6,36.4,12.5,20.2,61.6,2.8,7.9,35.3,2.5,6.1,40.9,2.1,5.2,40.3,3.5,9.6,36.2,5.6,16.1,34.9,71.9,28.1,57.6,25.1,20.3,17.6,22.1,13.9,32.6,47.1,52.9,56.9,43.1,49.0,51.0
20,75,27,48,27.3,9.7,3.7,8.8,41.9,1.8,4.7,38.5,0.5,0.7,73.2,0.8,2.5,3.3,2.9,1.5,0.9,0.3,2.1,20.0,1,0,-1.6,G,100.00%,4.6,9.0,51.1,44.8,6.3,1.1,1.9,56.3,0.6,1.6,37.4,0.2,0.5,34.2,0.2,0.5,45.5,0.3,0.6,42.2,1.3,3.6,37.1,11.7,18.3,63.7,2,4.4,44.4,1.8,3.9,45,1.8,4.1,44.1,3.5,9,39.1,3.7,11.2,33.1,46.3,53.7,38.2,3.3,56.1,15.7,5.6,18.4,34.9,50.4,49.6,77.2,22.8,63.6,36.4
19,75,15,60,28.8,12.8,4.5,12.2,37.0,1.7,4.9,34.3,2.2,3.0,71.7,0.8,3.7,4.5,1.1,1.5,0.6,0.3,2.3,21.0,3,0,-8.5,F,100.00%,4.4,9.1,48.3,45.8,2.5,1.4,3,48,0.9,2.1,41.7,0.6,2.3,24.3,0.1,0.4,31.3,0.3,0.7,41.7,1.3,3.8,33.3,12.9,21.1,61.4,1.7,4.5,36.8,1.5,3.6,40.7,1.5,3.8,39.4,3.8,9.7,39.1,4.3,11.7,36.7,60.2,39.8,44.2,8.5,38.9,14.6,16.8,14.5,35.7,47.9,52.1,89.6,10.4,63.3,36.7
30,22,7,15,27.2,17.0,5.0,12.9,38.5,2.4,6.7,36.1,4.7,5.2,90.4,1.5,9.4,10.9,2.2,1.9,0.3,0.2,2.5,32.9,12,0,-2.5,F-C,100.00%,4.7,10.4,45.4,46.6,-1.2,1.5,3,52.3,0.5,1.3,37.9,0.5,1.9,26.2,0.4,0.9,42.1,0.3,0.7,46.2,1.8,5.2,33.9,11.6,17.2,67.5,2.2,5.1,43.4,1.9,4.7,40.4,1.7,4,42,2.8,7.8,36.3,4.4,11.1,39.6,48.1,51.9,29.9,5.9,42.5,5.1,27.5,12.8,24.1,51.8,48.2,90.6,9.4,70.6,29.4
